Date,Time,Mode,Category,Subcategory,Type,Amount,Description
2024-05-30,20:07:43,Online Payment,Transport,Train,Expense,840.18,On stand trip all myself.
2024-05-05,09:04:38,Debit Card,Entertainment,Event,Expense,1665.32,Then probably or which white get bring.
2024-03-15,01:11:47,Online Payment,Food,Groceries,Expense,1931.21,Hair look too reveal safe PM.
2024-06-07,06:31:49,Credit Card,Health,Gym,Expense,65.27,Top his outside project us pass management serious.
2022-11-11,01:33:10,Credit Card,Shopping,Clothes,Expense,560.26,High know whether result see education.
2024-01-04,00:44:35,Cash,Income,Freelance,Income,1070.27,Able treat see better child computer either.
2024-06-09,06:34:51,Online Payment,Income,Freelance,Income,4887.93,Fly rock make build painting either.
2024-01-20,03:56:02,Online Payment,Health,Gym,Expense,389.73,Part age visit message maybe instead.
2024-01-27,05:43:08,Credit Card,Utilities,Internet,Expense,491.03,Reveal whole increase beat sometimes Republican.
2022-07-28,16:04:10,Credit Card,Health,Gym,Expense,1768.14,Quickly hope move near model new run.
2024-06-06,18:22:22,Cash,Food,Groceries,Expense,507.0,Continue onto agent green film at best small.
2023-06-25,19:52:32,Online Payment,Income,Investment,Income,1041.25,Work market suffer team.
2022-11-06,16:57:58,Debit Card,Transport,Taxi,Expense,204.51,Man remember rich yeah simple.
2023-04-15,07:07:00,Online Payment,Utilities,Electricity,Expense,1934.27,Hour movement time benefit thus.
2023-08-04,05:57:08,Online Payment,Food,Groceries,Expense,715.85,As future analysis majority.
2022-09-07,15:04:04,Cash,Health,Doctor,Expense,535.48,Anything pick none none ball ground candidate.
2023-07-07,19:59:56,Cash,Shopping,Electronics,Expense,1548.55,Form think person.
2022-10-02,14:20:12,Debit Card,Entertainment,Subscription,Expense,136.82,You half side price little.
2023-05-19,01:00:56,Cash,Entertainment,Subscription,Expense,972.64,Before talk want it manage.
2023-04-27,13:33:26,Credit Card,Shopping,Electronics,Expense,718.73,Special seven physical court author carry.
2023-03-15,10:07:55,Debit Card,Entertainment,Event,Expense,1433.49,Son last early leave camera.
2023-03-29,14:33:31,Debit Card,Shopping,Home Goods,Expense,1812.93,Child Mr painting role company produce clear.
2024-07-04,22:40:20,Debit Card,Income,Freelance,Income,4333.14,Both focus foreign four.
2024-02-20,08:51:09,Credit Card,Transport,Gas,Expense,406.19,Probably few cost summer city.
2023-01-11,11:37:26,Credit Card,Utilities,Water,Expense,1648.39,Time to black her become less production.
2024-01-09,00:36:25,Debit Card,Shopping,Home Goods,Expense,1168.47,Tv character build identify.
2024-05-31,04:59:33,Debit Card,Shopping,Electronics,Expense,827.8,Bank oil describe section few.
2024-04-10,15:27:06,Credit Card,Food,Groceries,Expense,1278.59,Most reflect shake phone.
2023-11-23,13:31:38,Debit Card,Income,Salary,Income,3778.51,Throughout concern class right deep.
2023-08-16,21:23:55,Credit Card,Entertainment,Event,Expense,142.42,Put lay too strong forward interesting.
2024-03-12,07:46:08,Online Payment,Utilities,Internet,Expense,446.33,Speak cause compare difficult discuss call share.
2023-06-11,21:12:43,Credit Card,Income,Investment,Income,1248.3,Seem building care door natural produce.
2024-05-07,00:30:45,Cash,Shopping,Clothes,Expense,703.05,Wind task top worry there similar adult range.
2024-06-20,19:06:03,Cash,Health,Doctor,Expense,1269.8,Cultural nature street find community.
2022-08-15,00:38:52,Online Payment,Health,Doctor,Expense,1601.51,Work no none say heart information part.
2023-03-28,15:09:45,Debit Card,Transport,Taxi,Expense,1654.48,Yeah certain return suddenly wish loss.
2022-10-25,18:09:52,Online Payment,Utilities,Internet,Expense,125.37,No affect catch that.
2022-08-20,21:12:01,Cash,Health,Gym,Expense,1193.19,Property she push serve rule.
2024-06-03,06:16:39,Debit Card,Food,Restaurant,Expense,170.34,Western worry week people worker time.
2022-12-18,14:42:07,Online Payment,Income,Investment,Income,2134.51,Others development account.
2023-06-20,18:36:17,Debit Card,Utilities,Water,Expense,975.11,Increase simple as.
2023-11-15,03:36:47,Online Payment,Entertainment,Subscription,Expense,1864.5,Seek third since laugh model make.
2024-03-28,02:00:15,Debit Card,Health,Doctor,Expense,1889.53,Thank kitchen move husband friend idea thus.
2023-02-11,06:38:09,Debit Card,Health,Gym,Expense,561.95,Degree training level.
2023-02-26,18:27:55,Debit Card,Health,Pharmacy,Expense,848.99,School still up radio try condition.
2022-12-03,13:37:40,Cash,Entertainment,Movie,Expense,1300.82,Wait cover thank establish subject clearly take product.
2022-10-11,20:11:38,Debit Card,Food,Restaurant,Expense,650.11,Its contain such approach although.
2024-02-01,18:13:58,Credit Card,Shopping,Home Goods,Expense,556.29,Third option chair decide.
2023-04-13,03:03:49,Online Payment,Entertainment,Movie,Expense,1296.18,Benefit major friend through.
2022-12-13,21:11:45,Credit Card,Entertainment,Movie,Expense,1555.87,Shake now owner believe industry.
2022-09-21,00:36:16,Debit Card,Income,Freelance,Income,4739.83,Wait candidate under entire society.
2023-03-18,02:30:33,Cash,Health,Doctor,Expense,1244.68,Would from beyond bed activity country itself.
2023-01-17,10:47:54,Debit Card,Income,Investment,Income,4168.51,Operation foreign loss manage each the.
2022-08-23,18:27:05,Cash,Entertainment,Subscription,Expense,774.55,College bed everybody leader social per.
2022-11-10,12:03:10,Credit Card,Utilities,Water,Expense,1616.09,Yourself front season suddenly really social standard.
2023-02-05,14:56:03,Online Payment,Food,Coffee,Expense,1567.63,Ahead teach speak lay born.
2024-03-26,23:13:29,Debit Card,Shopping,Clothes,Expense,1796.73,Fear choose song according foot choice.
2024-03-27,15:55:14,Credit Card,Shopping,Electronics,Expense,1966.08,Surface weight southern church inside.
2024-02-16,23:53:27,Credit Card,Entertainment,Subscription,Expense,241.64,Thank type politics catch information where car.
2024-07-02,19:49:17,Cash,Transport,Gas,Expense,524.87,Work collection bar drug dark wrong.
2024-01-17,18:53:47,Online Payment,Transport,Gas,Expense,411.22,Agree tax form great education.
2024-06-13,13:34:55,Online Payment,Shopping,Electronics,Expense,1543.63,Find knowledge treatment.
2022-12-29,06:30:29,Credit Card,Food,Groceries,Expense,1404.37,Address star role yard son speech Democrat.
2023-09-19,16:42:06,Online Payment,Utilities,Water,Expense,779.4,Song computer respond current wife.
2022-10-09,09:13:58,Cash,Food,Coffee,Expense,1265.28,Child speech represent performance cold if.
2023-12-09,03:40:03,Credit Card,Food,Groceries,Expense,1930.36,Unit in baby notice.
2023-08-29,03:41:11,Credit Card,Transport,Bus,Expense,678.99,Food laugh newspaper part better.
2022-11-17,18:59:28,Credit Card,Utilities,Water,Expense,1943.67,Open answer where simply degree article available possible.
2023-10-13,09:50:22,Online Payment,Entertainment,Event,Expense,954.63,Manage probably minute offer.
2023-09-23,09:15:51,Debit Card,Entertainment,Subscription,Expense,242.24,Head nation so this.
2023-11-02,16:54:51,Credit Card,Health,Doctor,Expense,1389.03,Thus society oil activity include.
2022-09-02,09:54:12,Debit Card,Entertainment,Movie,Expense,392.15,Step generation beyond nor goal.
2024-01-21,08:44:16,Credit Card,Food,Coffee,Expense,1149.35,Training hundred it start now family above ready.
2023-06-26,05:39:32,Credit Card,Health,Pharmacy,Expense,1861.2,Possible add analysis before.
2023-05-10,01:14:55,Online Payment,Health,Gym,Expense,1775.96,Compare detail nature ahead American if executive success.
2022-07-29,18:11:38,Cash,Shopping,Home Goods,Expense,1844.58,Picture million type speech other question.
2023-05-27,19:49:50,Debit Card,Utilities,Internet,Expense,1006.7,Wind answer stock full road nothing defense.
2022-12-11,06:46:53,Cash,Entertainment,Movie,Expense,1242.01,Serious form fight century office.
2023-05-27,18:57:24,Cash,Health,Gym,Expense,1107.12,War something book notice.
2024-03-15,03:58:17,Cash,Entertainment,Event,Expense,1351.88,Society size improve hit.
2023-09-17,08:14:29,Online Payment,Shopping,Clothes,Expense,587.89,This read guy animal pattern direction.
2023-08-11,12:50:36,Credit Card,Income,Investment,Income,4715.8,Difference rock music check close agreement box.
2023-11-01,16:42:09,Cash,Health,Doctor,Expense,665.88,People conference indicate actually small case middle.
2024-01-15,06:44:18,Credit Card,Transport,Train,Expense,679.87,Establish indicate very art eat entire front bit.
2024-04-20,12:30:32,Debit Card,Shopping,Clothes,Expense,54.41,He family yet recent grow crime future.
2023-01-12,14:42:45,Online Payment,Utilities,Internet,Expense,1916.5,Rate business worker professor wife.
2023-04-04,05:51:44,Cash,Income,Freelance,Income,951.05,Theory protect movement.
2023-12-22,03:32:40,Cash,Food,Coffee,Expense,873.53,Source cut feel beat why.
2023-08-01,14:49:56,Cash,Entertainment,Movie,Expense,488.85,Good challenge business rule sometimes serve community.
2024-06-06,01:33:33,Debit Card,Transport,Gas,Expense,200.13,Vote support much ready back.
2024-03-21,12:39:02,Debit Card,Shopping,Home Goods,Expense,112.2,Interview us up you social cell.
2024-04-03,20:13:35,Online Payment,Utilities,Electricity,Expense,445.54,Media artist she husband lot start.
2023-03-08,20:05:12,Debit Card,Income,Investment,Income,4849.59,Exist improve son less.
2022-11-23,16:20:26,Online Payment,Transport,Taxi,Expense,1066.99,Than discuss personal interesting.
2023-11-07,08:11:50,Debit Card,Utilities,Water,Expense,1968.14,Woman travel not identify score.
2023-08-19,04:06:38,Credit Card,Food,Groceries,Expense,1732.94,Thought early president board bring.
2023-10-22,07:30:27,Online Payment,Transport,Taxi,Expense,1107.53,Group member it chance our.
2024-05-22,12:17:57,Cash,Shopping,Electronics,Expense,613.57,Consider probably against change message paper.
2023-01-17,23:19:58,Debit Card,Income,Salary,Income,867.11,Wide billion raise mission recently value expert.
2024-05-23,21:27:58,Cash,Utilities,Water,Expense,468.47,Decade plant identify mention.
2023-03-30,07:11:57,Online Payment,Health,Gym,Expense,478.86,Tough employee situation red at stock sometimes although.
2022-09-22,14:37:28,Online Payment,Transport,Gas,Expense,396.77,Write friend kitchen gas fly.
2023-01-13,13:27:10,Credit Card,Shopping,Clothes,Expense,1036.66,With travel responsibility cut hour pick.
2023-08-31,09:04:55,Online Payment,Utilities,Water,Expense,1318.11,Soldier against take budget agency century.
2024-04-17,19:00:17,Cash,Income,Salary,Income,4112.3,Prevent news white.
2024-02-14,02:12:59,Debit Card,Food,Restaurant,Expense,1621.55,Drug north shake property fish plan.
2023-11-09,18:36:13,Credit Card,Shopping,Electronics,Expense,940.99,Assume every walk.
2022-12-22,11:01:44,Credit Card,Income,Freelance,Income,3949.66,Action tend coach yard treat begin should.
2023-12-09,06:46:32,Cash,Health,Pharmacy,Expense,215.22,Many fine so say movie.
2023-11-29,09:35:36,Cash,Entertainment,Event,Expense,1098.77,Would pattern still simply during scientist white.
2022-09-23,09:55:54,Online Payment,Entertainment,Event,Expense,1913.96,Among nice operation risk.
2023-10-29,11:02:10,Online Payment,Transport,Bus,Expense,1564.07,Practice how save several model think five.
2023-08-18,19:01:17,Online Payment,Transport,Taxi,Expense,1550.89,Particular network pull organization.
2024-02-17,00:25:43,Debit Card,Shopping,Clothes,Expense,1488.34,Number easy hotel news film building finish.
2024-01-07,04:40:18,Debit Card,Health,Pharmacy,Expense,172.16,Environment land trouble staff follow baby job.
2023-03-30,20:23:14,Cash,Shopping,Electronics,Expense,552.22,Speak subject yet.
2023-03-21,20:55:13,Debit Card,Food,Restaurant,Expense,863.14,Newspaper number property view.
2022-07-23,09:15:46,Credit Card,Transport,Taxi,Expense,1007.27,See body program after scientist.
2023-02-07,00:35:12,Online Payment,Food,Coffee,Expense,1085.94,Six enough war husband land.
2023-07-14,19:21:12,Online Payment,Shopping,Clothes,Expense,640.17,Address teach simply wait similar blood.
2023-12-29,00:40:10,Credit Card,Transport,Train,Expense,639.47,His energy give person.
2023-12-23,21:06:29,Debit Card,Shopping,Clothes,Expense,1286.26,Report necessary lawyer else behind.
2024-06-29,06:00:21,Online Payment,Income,Salary,Income,4934.2,Need simply growth television.
2023-04-14,08:10:30,Online Payment,Entertainment,Subscription,Expense,677.48,Prove community expect live music field.
2024-06-26,04:35:19,Credit Card,Health,Pharmacy,Expense,406.53,Phone avoid stand stop space store community together.
2023-02-22,11:34:30,Debit Card,Utilities,Electricity,Expense,1824.74,Make knowledge during whom box.
2023-11-18,17:35:41,Debit Card,Transport,Train,Expense,795.49,Knowledge her ten structure foot question.
2023-06-30,21:46:28,Credit Card,Income,Freelance,Income,1400.85,Recent let receive scene no.
2023-01-30,04:20:34,Debit Card,Income,Investment,Income,1700.06,Around election modern simple.
2023-10-03,03:32:03,Online Payment,Shopping,Clothes,Expense,124.86,Four once enter discuss.
2024-02-03,23:20:19,Debit Card,Health,Gym,Expense,165.17,Kind religious question him amount.
2024-05-21,11:05:24,Credit Card,Utilities,Internet,Expense,103.75,No air run win.
2022-11-02,20:15:40,Credit Card,Utilities,Water,Expense,1721.42,Occur music item land commercial.
2023-04-15,19:19:09,Debit Card,Health,Pharmacy,Expense,513.85,Support save phone director accept.
2024-05-05,03:24:04,Credit Card,Transport,Train,Expense,1070.29,Career wind form nor.
2022-07-24,10:40:19,Online Payment,Health,Gym,Expense,307.01,Various watch choice cause natural imagine affect.
2023-02-17,03:57:22,Cash,Entertainment,Subscription,Expense,1891.11,Share down try happen show garden worry.
2023-12-16,00:48:23,Cash,Utilities,Electricity,Expense,1817.53,Half important guess what edge change.
2024-04-18,06:44:52,Credit Card,Income,Investment,Income,3658.9,Outside voice measure under.
2023-03-13,23:20:28,Cash,Food,Groceries,Expense,1544.41,Nice per pattern group life land house growth.
2023-03-12,04:17:19,Credit Card,Health,Pharmacy,Expense,573.35,Talk conference language ball someone.
2023-02-02,19:57:37,Cash,Entertainment,Subscription,Expense,447.45,Standard increase deal citizen least organization.
2023-12-02,23:37:24,Online Payment,Utilities,Water,Expense,1586.04,Reflect she half air important truth speak behind.
2022-08-18,01:05:55,Debit Card,Food,Restaurant,Expense,1762.97,Person current able report director.
2023-10-29,21:02:18,Online Payment,Utilities,Internet,Expense,132.33,Outside work upon article compare television fly.
2023-08-04,05:16:56,Online Payment,Income,Freelance,Income,2920.76,City test direction call adult toward small.
2023-03-09,04:52:21,Debit Card,Food,Restaurant,Expense,1804.75,Meet despite nothing agreement receive even.
2023-04-25,23:54:57,Credit Card,Utilities,Water,Expense,1539.25,Perhaps where dinner according system.
2023-10-25,15:16:40,Debit Card,Utilities,Electricity,Expense,1940.97,Team reveal player soon.
2022-12-10,22:06:46,Online Payment,Shopping,Electronics,Expense,1686.73,Top hope station than.
2024-02-02,11:47:44,Online Payment,Utilities,Water,Expense,888.53,Throughout statement like responsibility career season.
2023-05-12,07:52:05,Cash,Transport,Train,Expense,788.54,General something face material however you.
2023-01-12,01:05:27,Credit Card,Income,Freelance,Income,1131.98,Space water realize market walk also traditional.
2024-02-05,16:50:05,Online Payment,Income,Investment,Income,1399.46,Money real international finally clear.
2024-02-14,12:23:07,Credit Card,Utilities,Electricity,Expense,80.9,Candidate girl their or city.
2022-09-28,00:55:48,Debit Card,Transport,Bus,Expense,618.08,Offer exist article of structure.
2022-09-30,14:14:21,Debit Card,Utilities,Electricity,Expense,751.96,Free other modern end blue.
2023-09-12,22:31:05,Credit Card,Entertainment,Event,Expense,1317.43,Ahead rock parent some.
